datetime,toimipiste,aikaryhman,aikaryhma,laakari,RESURSSI,ETNS,ETNS_A,kesto_min,ETNS_B,tyhja
2024-01-10 16:40,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-10 17:10,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-10 17:30,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-10 17:50,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-10 18:10,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-10 18:30,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 08:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,60,1,0
2024-01-11 09:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,60,1,1
2024-01-11 10:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,0
2024-01-11 10:30,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-11 10:50,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-11 11:10,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-11 11:40,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-11 12:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-11 12:20,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-11 12:50,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-11 13:10,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-11 13:30,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-11 13:50,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-11 14:10,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,60,1,1
2024-01-11 15:10,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-11 15:30,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-11 10:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 10:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 10:40,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 11:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 11:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,30,1,0
2024-01-11 11:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 12:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 12:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 12:50,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 13:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 13:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 13:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 14:10,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 14:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 14:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 15:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 15:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 15:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,1
2024-01-11 16:50,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-11 17:10,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 17:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-11 09:00,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 09:20,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-01-11 09:50,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,0
2024-01-11 10:20,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 10:40,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 11:00,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 11:20,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 11:40,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-11 12:00,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-01-11 12:30,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,0
2024-01-11 13:00,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 13:20,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-11 13:40,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-11 14:00,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-11 14:20,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 14:40,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 15:00,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 15:20,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-11 15:40,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 16:00,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-11 16:20,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-11 11:00,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-11 11:30,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-11 12:00,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 12:20,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-11 12:40,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 13:00,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-11 13:20,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,60,1,0
2024-01-11 14:20,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-11 14:50,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-11 15:20,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 16:00,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-11 16:20,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 16:40,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 17:00,Lääkäriasema Koski,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-11 17:20,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-01-11 18:20,Lääkäriasema Koski,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-12 08:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 08:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 08:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 09:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 09:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 09:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,60,1,0
2024-01-12 10:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 11:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 11:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 11:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 12:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 12:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 13:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-12 13:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 14:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 14:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 14:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,0
2024-01-12 15:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-12 15:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-12 10:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-12 10:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 10:50,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 11:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-12 11:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 11:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 12:10,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-12 12:40,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-12 13:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-12 13:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 13:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-12 14:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 14:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 14:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-12 15:10,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 15:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 15:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-12 16:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-12 16:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-12 17:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-12 17:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-12 12:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-01-12 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-01-12 12:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,60,1,1
2024-01-12 13:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,60,1,1
2024-01-12 14:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,30,1,1
2024-01-12 15:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,30,1,0
2024-01-12 15:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-01-12 16:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,30,1,0
2024-01-12 16:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-01-12 16:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,60,1,1
2024-01-12 17:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,30,1,1
2024-01-12 18:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-01-12 18:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-01-12 19:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-01-12 19:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-01-12 19:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-01-12 09:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-12 09:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-12 09:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,60,1,1
2024-01-12 10:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-12 11:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-12 11:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-12 11:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-12 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,60,1,0
2024-01-12 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-12 13:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-12 13:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-01-12 14:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-01-12 14:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-12 15:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-12 15:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-12 15:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,60,1,1
2024-01-12 16:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-13 10:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,0
2024-01-13 11:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-13 11:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-13 11:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-13 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,30,1,1
2024-01-13 12:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,30,1,1
2024-01-13 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-13 13:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-13 13:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-13 14:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,0
2024-01-13 15:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,1
2024-01-13 16:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-01-13 16:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-13 16:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,1
2024-01-13 17:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-01-13 08:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. D,General practitioner,Preventive Care,1,30,1,0
2024-01-13 08:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. D,General practitioner,Preventive Care,1,60,1,1
2024-01-13 09:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. D,General practitioner,Preventive Care,1,20,1,1
2024-01-13 09:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,60,1,1
2024-01-13 10:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. D,General practitioner,Preventive Care,1,20,1,0
2024-01-13 11:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,30,1,1
2024-01-13 11:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,20,1,1
2024-01-13 12:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,20,1,1
2024-01-13 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,20,1,0
2024-01-13 12:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. D,General practitioner,Preventive Care,1,20,1,1
2024-01-13 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,20,1,0
2024-01-13 13:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,60,1,1
2024-01-13 14:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,20,1,1
2024-01-13 14:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,30,1,0
2024-01-13 15:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. D,General practitioner,Preventive Care,1,20,1,0
2024-01-13 15:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. D,General practitioner,Preventive Care,1,20,1,0
2024-01-13 09:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-01-13 09:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-01-13 10:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 10:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 10:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 11:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 11:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 11:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 12:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 12:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 13:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 13:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-01-13 13:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 14:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 14:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,0
2024-01-13 15:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,30,1,1
2024-01-13 15:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-01-13 15:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 16:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 16:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-01-13 11:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-01-13 11:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-01-13 11:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,60,1,1
2024-01-13 12:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-01-13 13:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,60,1,1
2024-01-13 14:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-01-13 14:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-01-13 14:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-01-13 15:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-01-13 15:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-01-13 16:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-01-13 16:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,60,1,1
2024-01-13 17:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-01-13 18:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-01-13 18:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-01-14 08:00,Lääkäriasema Koski,In-person appointment,IA,Dr. D,General practitioner,Family Medicine,1,20,1,1
2024-01-14 08:20,Lääkäriasema Koski,Remote consultation,RC,Dr. D,General practitioner,Family Medicine,1,20,1,1
2024-01-14 08:40,Lääkäriasema Koski,In-person appointment,IA,Dr. D,General practitioner,Family Medicine,1,20,1,0
